question_id,prompt,answer
11,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What to do if my cows are weak?  ","Okay, weak cows are a serious concern.
First, check their feed: are they getting enough good quality grass, napier, or dairy meal?
Ensure they always have plenty of clean water available.
Think about parasites like worms and ticks; are they due for deworming or spraying?
Weakness can also be a sign of disease, like East Coast Fever or Anaplasmosis.
If they don't improve quickly, or show other signs like fever, coughing, or diarrhoea, please call your local animal health officer or vet immediately.
They can help find the exact cause and recommend the right treatment.
Meanwhile, you can offer some molasses mixed with water for quick energy if they'll take it.
Keep them comfortable and reduce any stress.
Acting fast is important for their recovery."
12,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What is the status of milk production in Kenya?  ","Okay, good morning! Milk production is very important here in Kenya, and overall, it has been increasing over the years. You, the smallholder farmers, are the backbone of this, producing most of the milk in our country – about 70-80% of it!

However, we still face some challenges. Getting enough good quality and affordable animal feed, especially during dry seasons, can be difficult. Animal diseases also affect how much milk our cows can give. The good news is that the demand for milk and milk products like yoghurt is growing. The government and other partners are also working to support us with better breeds and advice. So, by improving your farm practices, especially feeding and animal health, you can produce more milk and earn a better income."
13,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I control yellow pests in paddy fields? ","Salaam! Those ""yellow pests"" in your paddy are likely stem borers, which can cause significant damage.

1.  First, monitor your fields regularly for signs like ""dead hearts"" (the central shoot dies and turns brown/yellow) in young plants or ""whiteheads"" (empty, whitish panicles) as the rice matures.
2.  Planting resistant rice varieties, if available in your area, is a good first step.
3.  After harvesting, make sure to remove or plough under the rice stubble, as borers can survive in it.
4.  Planting your rice around the same time as your neighbours can help break the pest cycle.
5.  Keep your fields clean by removing weeds, as some can host these pests.
6.  Encourage natural enemies like spiders and small wasps, which prey on stem borers.
7.  If you see many pests, you might consider using a registered insecticide.
8.  Always follow the label instructions carefully for dosage and safety when using any chemical.
9.  It's best to consult your local agricultural officer for advice on the right product and timing.
10. Good crop management and early detection are key to keeping these pests under control."
14,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What is the best goat feed?  ","Good question! There isn't one single ""best"" feed, my friend, as goats need a variety for good health.
The foundation of their diet should be good quality roughage like grasses, napier grass, and browse from trees and shrubs like Calliandra or Leucaena.
You can supplement this with energy feeds like maize bran or pollard, especially for milking or pregnant goats.
Legume hays like desmodium or lucerne are also excellent for protein.
Kitchen scraps like vegetable peelings can be given, but avoid anything rotten or oily.
Always provide clean, fresh water.
And very importantly, make sure they have access to a good mineral lick or block.
The ""best"" approach is a balanced mix of what's available and affordable to you.
Observe your goats; if they are healthy and growing well, their diet is likely good.
Remember, variety is key for happy, productive goats!"
15,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I prevent cotton bollworm?","Mzuri sana! Preventing cotton bollworm needs a few good practices.

First, plant your cotton early and ensure you rotate it with crops like maize or beans each season to break the pest cycle. After harvesting, remove and destroy old cotton stalks from your shamba, as bollworms can hide in them. Regularly scout your fields, looking for eggs or small caterpillars on leaves, squares, and young bolls. Pheromone traps can help you know when adult moths are active so you can time actions. Also, encourage beneficial insects that prey on bollworms by avoiding unnecessary harsh chemical sprays. Good weed control is important too, as some weeds host bollworms. If you must spray, use recommended pesticides selectively when you see many young worms, and always follow label instructions."
16,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What is the best fertilizer when planting?","That's a very good question! The ""best"" fertilizer often depends on your specific soil and crop, so a soil test is always the ideal first step.

However, for planting, a common and effective choice is **DAP (Diammonium Phosphate)** because it is high in phosphorus, which is crucial for strong root development in young plants. Another good option can be a balanced **NPK fertilizer like 17-17-17**, which provides nitrogen, phosphorus, and potassium for overall early growth.

When applying, use about one teaspoon (or a soda bottle-cap) per planting hole. Make sure to mix it well with the soil in the hole and avoid direct contact with the seed to prevent burning. This will give your seedlings a healthy start! Remember to follow up with appropriate top-dressing fertilizers as the crop grows."
17,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How much cow dung should be applied per hectare?","That's a very good question about using cow dung. It's best to use well-rotted manure, not fresh, to avoid burning your crops and to reduce weed seeds.

A good general amount is between 10 to 20 tonnes per hectare for many crops. This is roughly 200 to 400 standard wheelbarrows per hectare, if one wheelbarrow holds about 50 kilograms. Spread it evenly across your shamba. Then, make sure to mix it well into the soil a few weeks before you plant. The exact amount can depend on your soil's current fertility and the specific crop you are planting. For very poor soils, you might apply closer to 20 tonnes. Always observe how your crops respond to guide future applications."
18,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: White mold is developing on my mushrooms, what are potential solutions?  ","Habari! White mold on your mushrooms is often caused by too much moisture and not enough fresh air.
First, carefully remove any mushrooms or parts of your growing bags showing the white mold to prevent it from spreading.
Increase fresh air exchange in your growing area; you can do this by opening vents or a window slightly, but avoid strong, direct drafts onto the mushrooms.
Reduce how often you are misting or watering, as a very damp surface encourages this mold.
Make sure your growing space and any tools you use are kept very clean.
If the mold looks like a fine, wispy cobweb, a very light spray of 3% hydrogen peroxide solution can sometimes help, but use it sparingly.
For your next crop, ensure your substrate is properly prepared and pasteurized, and maintain good air circulation and hygiene from the start."
19,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How many types of onions are there and what are there benefits?  ","Jambo! There are many, many onion varieties in the world, but we usually group them into a few main types you'll see.

The most common types are **red onions**, **yellow (or brown) onions**, and **white onions**.
Red onions, like 'Red Creole' or 'Bombay Red', are very popular in our Kenyan markets and are good for salads and cooking.
Yellow onions, such as 'Texas Grano', are great all-purpose cooking onions and often store very well.
White onions tend to have a milder flavour and are good for fresh use or in Mexican dishes.
Each type has varieties that might mature faster, store longer, or give bigger bulbs.
The main benefits for you are choosing a type that your customers prefer, grows well in your area, and stores as long as you need.
All onions add wonderful flavour to food and have good nutrients.
Sometimes we also talk about **spring onions** or **shallots** as different types, which are used differently in cooking.
Always choose certified seeds for the best results for your farm."
20,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How much animal feed should be given to milk cows?  ","Alright, Asante sana for this important question!

A good starting point is to feed your milking cow about 3% of her body weight in dry feed each day. For example, a 400kg cow needs about 12kg of dry feed. Ensure she always has plenty of good quality forage like Napier grass, Boma Rhodes, or hay – this is the main part of her diet and she should eat as much of it as she wants. For extra milk production, supplement with dairy meal or other concentrates. A common guide is to give 1 kg of dairy meal for every 2 to 2.5 litres of milk she produces *above* what she gives from forage alone (often around 5-7 litres). So, if she gives 10 litres and gets 5 from forage, give about 2-2.5 kg of dairy meal. Also, watch her body condition; if she's too thin, she needs more, if too fat, a bit less. Fresh, clean water must always be available, as cows drink a lot, especially when milking. Don't forget mineral licks to provide essential salts. Remember to introduce any feed changes slowly over a week."
21,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How much feed is needed for a rural cow?  ","Habari! That's a very good question.

Generally, a rural cow needs to eat about 2-3% of its body weight in dry feed every day. So, if your cow weighs around 300 kilograms, it will need about 6 to 9 kilograms of *dry* feed. Remember, fresh grass or napier has a lot of water, so your cow will need to eat much more of it – maybe 30 to 45 kilograms – to get that amount of dry feed. The quality of the feed is very important; better quality means your cow can get more nutrients. A milking cow or a pregnant cow will need more, and higher quality feed, than a dry cow. Always ensure she has plenty of clean water too, as this helps with eating and digestion. Observe your cow's body condition; if she is too thin, she needs more or better feed. You can also mix different feeds like grasses, legumes, and good quality crop stovers."
22,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What should be fed to a pregnant cow?  ","Okay, good question! For your pregnant cow, ensure she has plenty of good quality grass or hay throughout her pregnancy.

In the first 6-7 months, this, along with clean water and a good mineral lick (salt block with minerals), is often enough.
However, in the last 2-3 months before she calves, her food needs increase a lot.
During this late stage, you must supplement her diet.
Give her a good quality dairy meal or a suitable concentrate feed daily, starting with a small amount and gradually increasing it.
This extra energy and protein helps the calf grow strong and prepares the cow for good milk production.
Always ensure she has access to plenty of clean, fresh water.
Continue providing a good mineral lick, especially one rich in calcium and phosphorus.
This will help prevent problems during calving and ensure a healthy calf and mother."
23,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I manage water in rice cultivation?  ","Okay, managing water well is key to a good rice harvest!

First, ensure your field is well-levelled with strong bunds to hold water evenly. After planting, keep the soil moist but avoid deep flooding for the first 2-3 weeks to help your seedlings establish well. Once they are strong, maintain a shallow flood of about 5 centimeters (roughly two finger-widths deep); this helps control weeds and encourages good tillering. Be very careful to avoid water shortage during the flowering and grain-filling stages, as this is when the plant needs it most for good yield. About two weeks before you plan to harvest, drain all the water from the field to allow the rice to ripen properly and make harvesting easier. If water is scarce, you can try Alternate Wetting and Drying (AWD), where you flood, then let the soil dry slightly before re-flooding, which can save water. Always repair any leaks in your bunds quickly."
24,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What type of beans should I plant?","That's a good question! The best bean variety for you depends on a few things.

First, consider your local rainfall patterns and soil type. Also, think about whether you want beans for home use or for selling at the market, as different types have different market demand. Popular varieties like Rosecoco, Mwitemania (GLP 2), and Nyayo are widely grown and perform well in many areas of Kenya. Newer improved varieties from research institutions like KALRO often offer better yields, disease resistance, and some are even drought-tolerant. Look for varieties that are known to resist common bean diseases in your area. It's always best to choose certified seeds from a trusted agro-dealer to ensure good quality. I recommend you also talk to your local agricultural extension officer or a reputable agrovet, as they will know which specific varieties are doing best in your exact location right now."
25,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What precautions should farmers take to prevent waterlogging?","Good day! To prevent your fields from getting waterlogged, good drainage is very important.
You can dig shallow channels or furrows around and through your plots to help excess rainwater flow away from your crops.
Adding plenty of compost or manure to your soil also helps it absorb more water, like a sponge, and drain better.
This improves the soil structure, allowing water to sink in rather than pool on the surface.
Consider planting your crops on raised beds or ridges.
This lifts the plant roots above the very wet soil, protecting them.
Avoid walking or using heavy equipment on your soil when it is very wet, as this makes it hard and worsens waterlogging.
If your land has a gentle slope, ensure water can run off slowly without washing away your good soil.
Proper land preparation before planting is key.
These steps will help keep your crops healthy and productive."
26,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are the common diseases that affect cattle?","Habari! There are several common diseases to watch for in your cattle.
East Coast Fever, spread by ticks, is very serious and can kill your animals, especially calves.
Foot and Mouth Disease is highly contagious, causing sores in the mouth and on the feet, and can reduce milk.
Lumpy Skin Disease, also spread by insects, causes lumps on the skin and can lead to fever and weakness.
In tsetse fly areas, be aware of Trypanosomiasis (Nagana), which makes cattle weak and unproductive.
Internal parasites like worms are also very common, affecting growth and overall health.
Regular tick control is vital for preventing diseases like East Coast Fever.
Vaccination is available and recommended for some diseases like Foot and Mouth and Lumpy Skin Disease.
Always observe your animals closely for any signs of sickness and consult your local animal health provider quickly."
27,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How can animals be protected from infectious diseases?  ","Good day! Protecting your animals from infectious diseases is key to good farming.

1.  **Vaccination:** Make sure your animals get the right vaccinations at the right time, as advised by your animal health officer.
2.  **Cleanliness:** Keep their houses, feeding troughs, and watering points clean and dry.
3.  **Good Food & Water:** Provide good quality feed and fresh, clean water daily to keep their bodies strong.
4.  **Quarantine New Animals:** When you buy new animals, keep them separate from your existing herd for at least 2-3 weeks to watch for any signs of sickness.
5.  **Control Pests:** Regularly deworm your animals and control ticks and flies, as these can spread diseases.
6.  **Isolate Sick Animals:** If an animal looks sick, separate it immediately from the healthy ones.
7.  **Biosecurity:** Avoid sharing equipment between farms, or clean and disinfect it thoroughly if you must.
8.  **Proper Disposal:** If an animal dies from a disease, dispose of the carcass safely as advised by a vet to prevent further spread.
9.  **Limit Visitors:** Try to limit who comes onto your farm and ensure they clean their boots.
10. **Seek Advice:** Always talk to your local veterinary officer or animal health assistant if you suspect a disease or need advice.

These simple steps can make a big difference!"
28,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What causes dandruff in onions?  ","Hello! That ""dandruff"" you're seeing on your onions, the flaky, loose outer skins, often happens if they weren't cured or dried properly after harvest, making the skins weak.
Sometimes, a common fungus called black mold (*Aspergillus niger*) can grow as a black, powdery dust under these loose outer scales, especially in warm, humid conditions or if bulbs are bruised.
This fungus doesn't usually spoil the whole onion bulb if it's only on the dry outer scales.
To prevent this, ensure your onions are well-cured in a dry, airy place until the necks are tight and the outer skins are papery.
Handle them gently during and after harvest to avoid bruising, which can let the fungus in.
Good air circulation during storage is also very important to keep them dry."
29,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are the main symptoms of common parasitic diseases found in animals?  ","Habari! That's a very important question for keeping your animals healthy.

When your animals have internal parasites, like worms, you might notice they are losing weight or not growing well, even if they are eating. Their coat may look rough and dull, and they could have diarrhea, sometimes with a potbelly, especially in young ones. You might also see pale gums or eyelids, showing a loss of blood.

For external parasites, such as ticks, mites, or lice, your animals will likely be very itchy, scratching or rubbing themselves a lot. You may also see hair loss, skin sores, restlessness, or even the parasites themselves on their skin or in their coat. Keep a close eye on your livestock for these signs."
30,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How to treat lameness in animals?  ","Okay, my friend, lameness in your animals can be a real problem, so let's see how we can help them.

First, carefully check the lame leg and foot of your animal, restraining it safely. Clean away any mud or dirt with clean water. Look closely for thorns, stones, cuts, swelling, or a bad smell between the hooves. If you find a thorn or stone, gently try to remove it. For cuts, wash with clean water and a mild disinfectant if you have one. If you suspect foot rot (often a foul smell and sore between the claws), clean the area well; a copper sulphate footbath can sometimes help after thorough cleaning. Keep the animal rested in a clean, dry place to help it heal and prevent more infection. If the lameness is severe, you suspect a broken bone, or it doesn't improve in a few days, please call your local animal health officer or vet. They can diagnose the exact cause and provide the right medicine. Early and correct treatment is very important for a quick recovery."
31,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How can soil health be improved with crops?","Jambo! That's a very good question. You can improve your soil health by planting specific crops.

First, plant cover crops like desmodium, mucuna, or even some grasses. These protect your soil from sun and rain erosion, and when they decompose, they add organic matter.
Second, include legumes in your rotation – crops like beans, cowpeas, or groundnuts. These plants take nitrogen from the air and ""fix"" it into your soil, making it more fertile for your next crop.
Rotating different types of crops each season also helps. This prevents one crop from using up all the same nutrients and can reduce soil diseases and pests.
Finally, leaving crop residues like maize stalks on the field after harvest, instead of burning them, also feeds your soil as they break down.
These practices build up good soil structure and make it healthier for better harvests."
32,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are some organic methods of controlling pests and diseases in bean crops?","Okay, good question! To manage pests and diseases in your beans organically, start by **rotating your crops**; don't plant beans in the same spot every season.
**Intercropping** beans with crops like maize or strong-smelling herbs can also confuse pests.
You can make a simple spray from **neem leaves or seeds**, which is effective against many insects and some fungal issues.
Regularly **inspect your plants** and handpick any visible pests like aphids or caterpillars.
If you see diseased plants, **remove and destroy them** immediately away from your field to prevent spread.
Ensure **good spacing** between your bean plants for better air circulation, which reduces fungal diseases.
Sprinkling **wood ash** lightly on plants can deter some pests and may help with certain mildews.
Using **healthy, certified seeds** and varieties known to resist local diseases is also a very good preventative step.
Keep your field **weed-free**, as weeds can host pests and diseases.
Finally, **improve your soil health** with compost, as healthy plants are stronger against attacks."
33,"You provide smallholder farmers in Kenya with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are the diseases that occur in rice crops?  ","Habari! Rice can be affected by several diseases that reduce your harvest.
A major one is **Rice Blast**, which causes diamond-shaped spots on leaves and can rot the neck of the panicle, preventing grain filling.
Another is **Bacterial Blight**, showing as long, yellowish, wavy streaks on leaves that later dry.
**Sheath Blight** attacks the lower stem and leaf sheaths, causing large, irregular greyish-green lesions.
You might also see **Brown Spot**, which appears as small, dark brown spots on leaves and grains, often when soil fertility is low.
**Rice Tungro Virus**, spread by leafhoppers, can stunt your plants and make leaves turn yellow or orange.
These diseases can weaken plants and greatly lower your yields if not managed.
It's important to look for these signs early."
