question_id,prompt,answer
12,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What to do if my cows are weak?  ","First, ensure your cows receive enough high-quality feed with a mix of green fodder, dry fodder, and a balanced concentrate.  
Second, provide a mineral mixture or supplement containing calcium, phosphorus, and trace minerals to improve bone strength and general health.  
Third, always keep clean water available, as dehydration can worsen weakness.  
Fourth, regularly deworm your cows to remove internal parasites that can cause weight loss and poor health.  
Fifth, check for external parasites like ticks and lice, and treat them promptly.  
Sixth, maintain a clean and dry shelter to protect them from extreme weather and prevent infections.  
Seventh, keep stress levels low by avoiding overcrowding and sudden feed changes.  
Eighth, if weakness persists or you notice other symptoms (like fever or diarrhea), consult a veterinarian immediately.  "
13,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What is the status of milk production in India? ","India is currently the world’s largest milk producer, producing over 220 million tonnes of milk in 2021–22.  
Milk production has been growing steadily thanks to improved farming practices and government support.  
Small-scale and marginal farmers contribute more than half of the total milk production in our country.  
States like Uttar Pradesh, Rajasthan, and Andhra Pradesh are among the top contributors.  
Government schemes such as the Rashtriya Gokul Mission focus on improving indigenous cattle breeds for better yields.  
Dairy cooperatives, like Amul, help farmers by providing a stable market and fair prices.  
To further increase production, farmers should focus on better feeding, proper animal health management, and improved hygiene.  
They can also attend training programs to learn modern dairy techniques and business practices.  
Growing consumer demand in urban areas ensures a good market for dairy products.  
By adopting scientific methods and tapping into government resources, milk production can continue to rise."
14,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I control yellow pests in paddy fields? ","Yellow stemborer is the main yellow-colored pest in paddy that causes dead hearts and whiteheads. Start with clean cultivation and remove stubbles to break pest cycles. Use balanced fertilizers, avoiding excess nitrogen, because too much nitrogen encourages pest attacks. Install pheromone traps to monitor adult moths and reduce their population. Release Trichogramma or other biological agents to control pest eggs. Keep your field weed-free and maintain proper water levels. If infestation is severe, apply recommended insecticides such as chlorantraniliprole at the correct dose. Always follow safety measures and observe the waiting period before harvesting."
15,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What is the best goat feed?  ","Goats thrive on a mix of green fodder (like legume fodder such as lucerne or berseem) and dry roughage (like paddy straw or groundnut straw).  
They also benefit from browsing on shrubs and tree leaves, which they naturally prefer.  
Adding a concentrate feed (grains, oilseed cakes, or commercial goat concentrate) ensures they get enough energy and protein.  
Always provide a mineral mixture or salt lick to supply essential minerals.  
Clean, fresh water should be available at all times to keep goats healthy and hydrated.  
Adjust the quantity and type of feed based on the goat’s age, weight, and milk production.  
Make sure you store feed properly and never use moldy or spoiled feed.  
Gradually introduce any new feed to avoid digestive problems.  "
16,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I prevent cotton bollworm?","1. Start by planting recommended Bt cotton varieties that are resistant to bollworms.  
2. Practice regular field scouting to identify early signs of bollworm eggs and larvae.  
3. Use pheromone traps or light traps in your field to monitor and reduce adult moth populations.  
4. Remove and destroy any infested bolls or plant debris to reduce pest carryover.  
5. Encourage natural enemies like Trichogramma wasps or ladybird beetles by avoiding indiscriminate pesticide sprays.  
6. Combine cultural methods, including crop rotation and timely sowing, to break the pest life cycle.  
7. If necessary, choose selective pesticides recommended by local extension officers and follow the prescribed dosage.  
8. Ensure good irrigation and balanced fertilizer use, as healthy plants resist pests more effectively.  "
17,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What is the best fertilizer when planting?","The best fertilizer depends on your soil test results and the crop you plan to grow. A balanced fertilizer that supplies enough nitrogen (N), phosphorus (P), and potassium (K) is generally recommended when planting. Applying farmyard manure or compost along with NPK fertilizers improves soil structure and supplies vital micronutrients. If your soil lacks phosphorus, you can use a phosphorus-rich fertilizer like Di-Ammonium Phosphate (DAP) at planting. Too much fertilizer can harm your crop, so always follow the recommended application rates from a soil test. It’s also important to use the right fertilizer placement, such as putting it near seeds but not directly touching them. By balancing organic and inorganic fertilizers, you can maintain soil fertility for healthy crop growth."
18,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How much cow dung should be applied per hectare?","You can apply about 5 to 10 tons of well-decomposed cow dung per hectare. Ensure the cow dung is fully composted (dark, crumbly, and without a foul smell) before using it. Apply it evenly across the field and mix it into the topsoil. Do this preferably before sowing or transplanting for best results. If your soil is sandy or low in organic matter, aim for the higher end of this range. For heavier or more fertile soils, the lower amount may be enough. Adjust the quantity based on soil test results and the specific crop requirements. Remember to maintain good moisture levels to help the manure break down and release nutrients to the crop."
19,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: White mold is developing on my mushrooms, what are potential solutions?  ","White mold often appears when there is too much moisture or poor ventilation in your mushroom growing area. First, remove any visibly infected mushrooms to prevent the spread of the mold. Improve air circulation by opening vents or using a fan, and adjust humidity levels to around 85–90%. Keep the growing beds and all tools clean and sanitized, washing hands and tools before handling mushrooms. If the mold persists, you may carefully apply a mild fungicide approved for mushrooms, but follow label instructions strictly. Using clean, disease-free spawn is essential to avoid introducing mold in the first place. Dispose of contaminated materials away from your compost or growing area. Regularly monitor for early signs of mold to take prompt action. Consistent cleanliness, proper ventilation, and correct moisture management are the best ways to fight white mold."
20,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How many types of onions are there and what are there benefits?  ","There are many onion varieties worldwide, but in India the commonly grown ones include red onions, white onions, and spring onions.  
Red onions have a sharp taste and higher levels of antioxidants, which may support immunity.  
White onions are milder, making them good for raw salads and pickles.  
Spring onions, also called green onions, are harvested with their leaves and offer vitamins and a mild flavor.  
Onions in general are rich in vitamin C, dietary fiber, and natural compounds that may help lower cholesterol and blood pressure.  
They can be used fresh or stored for months, giving you a chance to sell or consume them throughout the year.  
Choosing the right variety depends on your local climate, market demand, and what storage length you need.  
By selecting suitable onion types and following proper farming methods, you can achieve good yields and steady profits.  "
21,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How much animal feed should be given to milk cows?  ","A milking cow usually needs feed equal to about 2.5 to 3% of her body weight in dry matter each day. This includes green fodder (like grasses or legumes) and dry fodder (like straw). For concentrate feed, offer about 1 kg for every 2 to 2.5 liters of milk produced, plus 1 kg for the cow’s basic maintenance. Split the concentrate into two or three feedings a day so the cow digests it better. Always provide the cow with clean drinking water so she can produce plenty of milk. You can adjust the amount of concentrate based on the cow’s health and milk production. Monitor her body condition and milk yield regularly and adjust the feed if needed. If you have doubts, you can consult a local livestock extension worker for personalized advice."
22,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How much feed is needed for a rural cow?  ","A rural cow generally needs feed equal to about 2.5–3% of its body weight per day in dry matter. That usually translates to around 6–8 kilograms of roughage (like green fodder, straw, or crop residues) per day for an average-sized cow. If the cow is producing milk, you should also include 1–2 kilograms of concentrate (like a mixture of grains, oil cakes, and minerals). Always ensure the cow has access to clean drinking water at all times. Provide fresh feed twice a day to maintain good rumen function and overall health. If possible, offer a mix of green fodder, dry fodder, and concentrates to balance nutrients. Adjust feed quantities based on the cow’s body condition and milk yield. A mineral mixture or salt lick also helps ensure proper nutrition."
23,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What should be fed to a pregnant cow?  ","Feed your pregnant cow a balanced mix of green fodder, dry roughage (like wheat straw), and a protein-rich concentrate. Include ingredients such as oilseed cakes (like groundnut or cottonseed cake) or soybean meal in the concentrate. Offer fresh, clean water at all times to prevent dehydration. Ensure the ration contains sufficient minerals and vitamins, especially calcium and phosphorus, often provided through a mineral mixture. Provide at least 2–3 kg of concentrate feed per day, adjusting based on the cow’s body condition. If possible, include leguminous fodders like lucerne or berseem for extra protein. Always offer salt separately or through a salt lick. Keep the feeding schedule regular to reduce stress on the cow."
24,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How do I manage water in rice cultivation?  ","1. Level your field thoroughly so water is evenly distributed and not wasted.  
2. Maintain a shallow flood of about 2–5 cm during the early growth stage to help young plants establish well.  
3. Once the plants are stable, use alternate wetting and drying (AWD), allowing the soil to dry slightly before re-irrigating.  
4. Regularly check soil moisture with a stick or by feeling the soil to know when to water next.  
5. Keep field bunds in good condition to prevent water seepage and weed entry.  
6. Avoid constant, deep flooding because it can waste water and encourage weed growth.  
7. Clear irrigation channels often to ensure smooth water flow and to quickly drain excess water if needed.  
8. Use weather forecasts to guide your irrigation schedule and avoid watering during or right after heavy rains.  
9. Stop watering about a week before harvest to help the grains mature and dry properly.  
10. This approach saves water, reduces costs, and promotes better rice yields.  "
25,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What type of beans should I plant?","The best type of beans for you depends on your local climate and market demand.  
French beans (also known as green beans) are popular in cooler regions and often fetch a good price.  
Cowpea (lobia) performs well in warm, rainy areas and grows quickly.  
Cluster beans (guar) are drought-tolerant and ideal for semi-arid regions.  
If your farm has limited space, consider bush bean varieties that stay small.  
Pole beans (like yardlong beans) need a trellis but produce pods over a longer period.  
Choose disease-resistant varieties recommended by your local agriculture department or reliable seed suppliers.  
Ensure good soil preparation and timely watering to get the best yields.  "
26,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What precautions should farmers take to prevent waterlogging?","1. Level your fields or create a slight slope so excess water can flow away.  
2. Build small drainage channels or furrows along crop rows to quickly remove standing water.  
3. Use raised beds for vegetables or other crops sensitive to waterlogging.  
4. Avoid over-irrigation by monitoring soil moisture and applying water only when needed.  
5. Improve soil structure by adding well-decomposed compost or farmyard manure.  
6. Check and clean your drainage pathways or bunds regularly to prevent blockages.  
7. If heavy rains are expected, try planting crops that can tolerate short-term flooding.  
8. Consider intercropping with deep-rooted plants to help break up compacted soil and improve water drainage.  "
27,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are the common diseases that affect cattle?","Foot-and-mouth disease (FMD) can cause sores in the mouth and around the hooves.  
Hemorrhagic septicemia leads to fever and swelling in the throat area, often causing breathing problems.  
Mastitis affects the udder, making it swollen and painful, and can reduce milk production.  
Theileriosis is spread by ticks and can cause fever, weakness, and a sudden drop in milk yield.  
Lumpy skin disease causes bumps on the skin and can reduce the animal’s overall health.  
Black quarter, also known as blackleg, can result in muscle swelling, lameness, and sudden death.  
Brucellosis can lead to abortions, reduced fertility, and can even affect human health if milk is not handled properly.  
Bovine ephemeral fever or “three-day sickness” leads to fever, stiffness, and reduced activity.  
Vaccinations, regular deworming, proper hygiene, and tick control are key preventive measures.  
Consult a veterinarian immediately if you notice any symptoms for timely treatment and advice.  "
28,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How can animals be protected from infectious diseases?  ","Vaccinate your animals regularly according to the recommended schedule from a trusted veterinarian.  
Keep their living area clean and well-ventilated by removing manure and providing fresh bedding.  
Ensure animals have access to clean drinking water and a balanced, nutritious diet.  
Isolate any sick or newly purchased animal from the rest of the herd until it is fully healthy.  
Practice proper disposal of dead animals to prevent disease spread in the environment.  
Use clean equipment and disinfect tools, sheds, and feeding containers regularly.  
Monitor your animals daily for any signs of illness and seek veterinary help immediately if you notice problems.  
Limit visitors and movement of animals in and out of your farm to reduce the risk of infection.  "
29,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What causes dandruff in onions?  ","“Dandruff” in onions is usually caused by a soil-borne fungus called Sclerotium cepivorum, also known as white rot. This fungus thrives in cool, moist conditions and can stay in the soil for many years. It produces small black particles (sclerotia) on onion bulbs that resemble dandruff. Infected plants often show yellowing leaves and stunted growth before the bulbs start rotting. Using certified disease-free seeds or transplants is a good starting point for preventing the disease. Practicing crop rotation with non-allium crops for at least four years between onion plantings also reduces its spread. Removing and destroying infected plants quickly helps stop further infection. Maintaining well-drained soil and avoiding overwatering can slow down the fungus’s growth."
30,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are the main symptoms of common parasitic diseases found in animals?  ","Common signs of parasitic infections in animals include poor appetite and weight loss.  
They sometimes become weak or appear lethargic, with reduced milk production in dairy animals.  
You may see signs of internal parasites such as diarrhea, a bloated stomach, or worms in the droppings.  
In many cases, animals can develop pale gums or eyes (anemia) because the parasites feed on their blood.  
External parasites like ticks, mites, or lice can cause itchy skin, hair loss, scabs, or sores.  
Heavily infested animals might separate from the herd and lie down more often due to discomfort.  
Coughing or breathing difficulty can also occur if lungworms are present.  
In young animals, parasitic infections can slow growth and increase susceptibility to other diseases.  
Severe or untreated cases might lead to sudden death, especially with blood-sucking parasites.  
If you notice any of these signs, isolate the affected animals and contact a veterinarian for the proper treatment plan.  "
31,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How to treat lameness in animals?  ","First, observe the animal’s foot carefully for any wounds, swelling, or pebbles stuck between the hooves. Clean the area gently with warm water and a mild antiseptic solution to remove dirt and germs. If there is a minor wound, apply an antiseptic ointment and keep the foot bandaged to prevent further infection. Ensure the animal is kept on clean, dry bedding and avoid letting it walk on muddy or rough surfaces. In cases of foot rot or severe swelling, consult a veterinarian for proper medication and advice. Providing a balanced diet and adding mineral supplements like zinc, copper, and vitamin E can improve hoof health. Regular hoof trimming and foot baths with mild disinfectants can also prevent lameness. If the animal’s condition doesn’t improve within a few days or if it worsens, seek immediate veterinary help."
32,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: How can soil health be improved with crops?","Plant nitrogen-fixing crops such as pigeon pea or chickpea to naturally enrich the soil with nitrogen. Rotate different crop types (cereals, pulses, oilseeds) to break pest and disease cycles and maintain soil fertility. Use green manure crops like dhaincha or sunhemp to add organic matter and improve soil structure. Keep some crop residue on the field surface as mulch to retain moisture and prevent soil erosion. Reduce or avoid burning leftover plant material; instead, incorporate it into the soil to boost organic matter. Try cover cropping between main crops to protect soil from erosion and suppress weeds. Maintaining a balanced application of well-decomposed compost or farmyard manure also strengthens soil health."
33,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are some organic methods of controlling pests and diseases in bean crops?","Use disease-free seeds and apply compost to enrich the soil before planting.  
Practice crop rotation with non-legume crops to break pest life cycles.  
Remove and burn any infected leaves or plants immediately to stop diseases from spreading.  
Spray neem oil or chili-garlic solution on the leaves to repel insect pests.  
Encourage natural predators like ladybird beetles and lacewings to control harmful insects.  
Avoid overhead watering to keep leaves dry, helping prevent fungal infections.  
Provide enough spacing between plants so air can circulate and reduce moisture buildup.  
Regularly scout your fields and treat early pest or disease signs quickly."
34,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: What are the diseases that occur in rice crops?  ","Common rice diseases include bacterial leaf blight, rice blast, sheath blight, false smut, brown spot, and bacterial leaf streak.  
Bacterial leaf blight is caused by bacteria that enter through water or leaf openings and make the leaves turn yellow or grayish.  
Rice blast is a fungus that starts with small, circular or diamond-shaped spots on leaves which can spread quickly.  
Sheath blight appears as oval, greenish-gray lesions on lower leaves, weakening the plant.  
False smut forms greenish-yellow or orange spore masses on grains, reducing crop quality.  
Brown spot creates round, dark-brown lesions on leaves and grains, often linked to poor soil nutrients.  
Bacterial leaf streak appears as water-soaked streaks on leaves, which later become translucent and yellowish.  
It is important to scout fields frequently and manage these diseases early to protect your crop’s yield.  "
35,"You provide smallholder farmers in India with high quality agricultural advice and information. Please respond to the following question like an agronomist or agricultural extension agent would respond to a smallholder farmer. Be factually correct, precise and make the response understandable for a smallholder farmer. Do not use more than 10 sentences.

Question: There is a lot of grass in the paddy, what are potential solutions?","First, make sure the field is properly leveled and flooded after transplanting to drown out many grass weeds. Second, do manual or mechanical weeding during early crop stages, especially around 15-20 days after transplanting. Third, if recommended in your area, apply a selective herbicide labeled for paddy to target grasses without harming the rice. Fourth, avoid letting the field dry too long, as grasses will emerge when water levels drop. Fifth, remove any weeds before they mature and produce seeds, to reduce future weed problems. Sixth, apply well-decomposed organic matter to maintain healthy soil and improve rice growth. Seventh, use certified, weed-free seeds to prevent introducing more weed seeds into the field. Eighth, practice crop rotation if possible, because rotating with non-rice crops can disrupt weed life cycles. Finally, keep good field records to track what weed control methods worked best so you can improve every season."
